"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Production workers for pay period including June 12 (EMPQ2PW)","Production workers for pay period including Sept 12 (EMPQ3PW)","Production workers for pay period including Dec 12 (EMPQ4PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000)  (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of purchased fuels consumed ($1,000)  (CSTFU)","Cost of purchased electricity ($1,000)  (CSTELEC)","Cost of contract work ($1,000)  (CSTCNT)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000)  (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000)  (ASTBGN)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating percent of total sales, value of shipments, or revenue imputed (RCPTOT_IMP)","Range indicating percent of total annual payroll imputed (PAYANN_IMP)","Range indicating percent of total employees imputed (EMP_IMP)"
"Spokane-Spokane Valley, WA Metro Area","451","Sporting goods, hobby, musical instrument, and book stores","2017","90","112","184,756","26,456","7,224","1,203","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","4511","Sporting goods, hobby, and musical instrument stores","2017","78","95","165,669","23,547","6,503","1,033","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","45111","Sporting goods stores","2017","45","55","108,874","15,036","4,461","574","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","451110","Sporting goods stores","2017","45","55","108,874","15,036","4,461","574","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","45112","Hobby, toy, and game stores","2017","18","21","37,290","5,348","1,273","272","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","451120","Hobby, toy, and game stores","2017","18","21","37,290","5,348","1,273","272","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","45113","Sewing, needlework, and piece goods stores","2017","7","10","12,195","1,964","467","127","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","451130","Sewing, needlework, and piece goods stores","2017","7","10","12,195","1,964","467","127","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","45114","Musical instrument and supplies stores","2017","8","9","7,310","1,199","302","60","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","451140","Musical instrument and supplies stores","2017","8","9","7,310","1,199","302","60","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","4512","Book stores and news dealers","2017","12","17","19,087","2,909","721","170","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","20% to less than 30%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","45121","Book stores and news dealers","2017","12","17","19,087","2,909","721","170","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","20% to less than 30%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","451211","Book stores","2017","D","D","D","D","D","100 to 249 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Spokane-Spokane Valley, WA Metro Area","452","General merchandise stores","2017","27","59","1,596,919","158,463","40,088","5,546","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","20% to less than 30%"
"Spokane-Spokane Valley, WA Metro Area","4522","Department stores","2017","5","11","136,327","21,412","5,316","1,051","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","10% to less than 20%","40% to less than 50%"
"Spokane-Spokane Valley, WA Metro Area","45221","Department stores","2017","5","11","136,327","21,412","5,316","1,051","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","10% to less than 20%","40% to less than 50%"
"Spokane-Spokane Valley, WA Metro Area","452210","Department stores","2017","5","11","136,327","21,412","5,316","1,051","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","10% to less than 20%","40% to less than 50%"
"Spokane-Spokane Valley, WA Metro Area","4523","General merchandise stores, including warehouse clubs and supercenters","2017","23","48","1,460,592","137,051","34,772","4,495","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","20% to less than 30%"
"Spokane-Spokane Valley, WA Metro Area","45231","General merchandise stores, including warehouse clubs and supercenters","2017","23","48","1,460,592","137,051","34,772","4,495","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","20% to less than 30%"
"Spokane-Spokane Valley, WA Metro Area","452311","Warehouse clubs and supercenters","2017","6","17","1,395,867","128,610","32,750","4,042","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","452319","All other general merchandise stores","2017","17","31","64,725","8,441","2,022","453","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","50% to less than 60%"
"Spokane-Spokane Valley, WA Metro Area","453","Miscellaneous store retailers","2017","176","206","259,633","41,056","9,025","1,673","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","4531","Florists","2017","14","14","5,164","1,289","324","82","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","45311","Florists","2017","14","14","5,164","1,289","324","82","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","453110","Florists","2017","14","14","5,164","1,289","324","82","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","4532","Office supplies, stationery, and gift stores","2017","34","41","34,144","5,240","1,273","297","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","45321","Office supplies and stationery stores","2017","4","8","19,517","2,290","554","103","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","10% to less than 20%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","453210","Office supplies and stationery stores","2017","4","8","19,517","2,290","554","103","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","10% to less than 20%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","45322","Gift, novelty, and souvenir stores","2017","30","33","14,627","2,950","719","194","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","20% to less than 30%"
"Spokane-Spokane Valley, WA Metro Area","453220","Gift, novelty, and souvenir stores","2017","30","33","14,627","2,950","719","194","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","20% to less than 30%"
"Spokane-Spokane Valley, WA Metro Area","4533","Used merchandise stores","2017","41","49","38,710","12,188","2,727","548","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","45331","Used merchandise stores","2017","41","49","38,710","12,188","2,727","548","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","453310","Used merchandise stores","2017","41","49","38,710","12,188","2,727","548","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","4539","Other miscellaneous store retailers","2017","87","102","181,615","22,339","4,701","746","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","45391","Pet and pet supplies stores","2017","10","14","32,190","4,633","1,085","184","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","453910","Pet and pet supplies stores","2017","10","14","32,190","4,633","1,085","184","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","45393","Manufactured (mobile) home dealers","2017","4","4","14,573","1,975","348","48","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","453930","Manufactured (mobile) home dealers","2017","4","4","14,573","1,975","348","48","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","45399","All other miscellaneous store retailers","2017","D","D","D","D","D","500 to 999 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Spokane-Spokane Valley, WA Metro Area","453991","Tobacco stores","2017","17","21","9,669","1,452","392","80","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"Spokane-Spokane Valley, WA Metro Area","453998","All other miscellaneous store retailers (except tobacco stores)","2017","D","D","D","D","D","250 to 499 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Spokane-Spokane Valley, WA Metro Area","454","Nonstore retailers","2017","159","163","631,889","45,518","10,900","1,124","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","4541","Electronic shopping and mail-order houses","2017","95","95","573,859","34,731","8,647","865","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","45411","Electronic shopping and mail-order houses","2017","95","95","573,859","34,731","8,647","865","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","454110","Electronic shopping and mail-order houses","2017","95","95","573,859","34,731","8,647","865","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","4543","Direct selling establishments","2017","D","D","D","D","D","100 to 249 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Spokane-Spokane Valley, WA Metro Area","45431","Fuel dealers","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Spokane-Spokane Valley, WA Metro Area","454310","Fuel dealers","2017","D","D","D","D","D","20 to 99 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Spokane-Spokane Valley, WA Metro Area","45439","Other direct selling establishments","2017","57","59","28,921","7,843","1,642","191","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","454390","Other direct selling establishments","2017","57","59","28,921","7,843","1,642","191","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","48-49 (106)","Transportation and warehousing (106)","2017","344","376","1,073,037","269,514","66,032","6,223","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","20% to less than 30%","20% to less than 30%"
"Spokane-Spokane Valley, WA Metro Area","481","Air transportation","2017","6","6","168,141","21,930","5,946","426","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","60% to less than 70%","70% to less than 80%"
"Spokane-Spokane Valley, WA Metro Area","4811","Scheduled air transportation","2017","D","D","D","D","D","250 to 499 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Spokane-Spokane Valley, WA Metro Area","48111","Scheduled air transportation","2017","D","D","D","D","D","250 to 499 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Spokane-Spokane Valley, WA Metro Area","481111","Scheduled passenger air transportation","2017","D","D","D","D","D","250 to 499 employees","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Spokane-Spokane Valley, WA Metro Area","484","Truck transportation","2017","209","217","573,435","136,044","32,522","3,000","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","50% to less than 60%","30% to less than 40%","30% to less than 40%"
"Spokane-Spokane Valley, WA Metro Area","4841","General freight trucking","2017","133","138","478,627","110,985","26,809","2,377","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60% to less than 70%","30% to less than 40%","30% to less than 40%"
"Spokane-Spokane Valley, WA Metro Area","48411","General freight trucking, local","2017","29","29","25,710","11,575","2,597","282","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","484110","General freight trucking, local","2017","29","29","25,710","11,575","2,597","282","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","48412","General freight trucking, long-distance","2017","105","109","452,917","99,410","24,212","2,095","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60% to less than 70%","40% to less than 50%","40% to less than 50%"
"Spokane-Spokane Valley, WA Metro Area","484121","General freight trucking, long-distance, truckload","2017","87","90","366,916","69,854","17,195","1,623","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70% to less than 80%","50% to less than 60%","50% to less than 60%"
"Spokane-Spokane Valley, WA Metro Area","484122","General freight trucking, long-distance, less than truckload","2017","18","19","86,001","29,556","7,017","472","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","Less than 10%","Less than 10%"
"Spokane-Spokane Valley, WA Metro Area","4842","Specialized freight trucking","2017","78","79","94,808","25,059","5,713","623","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"Spokane-Spokane Valley, WA Metro Area","48421","Used household and office goods moving","2017","13","14","21,264","6,831","1,719","231","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
